,Product_Name,Original_Price(in Rs),Discount_Price(in Rs),Power_consumption(Watts),Capacity,Reviews,Rating,Brand,Energy_consumption
173,"Blue Star Convertible 4 in 1 Cooling 2023 Model 1 Ton 3 Star Split Inverter Multi Sensors, Stabalizer ...",51500,32690,704,1,"13,188 Ratings & 1,434 Reviews",4.2,Blue,3
174,Hitachi 1 Ton 2 Star Window AC  - White,28990,28420,921,1,"3,847 Ratings & 428 Reviews",4.1,Hitachi,2
175,CANDY 1 Ton 4 Star Split Inverter AC  - White,57500,29999,600,1,431 Ratings & 83 Reviews,4,CANDY,4
176,LG 2 Ton 4 Star Window Dual Inverter AC with Wi-fi Connect  - White,70990,46620,1384,2,776 Ratings & 86 Reviews,3.9,LG,4
177,Daikin 1.8 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,83900,56999,1575,1.8,"2,330 Ratings & 227 Reviews",4.2,Daikin,5
178,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter 7 Stage Air Treatmen...",51990,38490,1005,1.5,632 Ratings & 82 Reviews,4.2,IFB,3
179,"LG Super Convertible 6-in-1 Cooling 1 Ton 5 Star Split Dual Inverter AI, 4 Way Swing, HD Filter with A...",61990,37490,571,1,"2,551 Ratings & 272 Reviews",4.2,LG,5
180,"Midea 2023 Model 2 Ton 3 Star Split Inverter HD Filter with 2 Way Air Directional Control, Auto Cleans...",71290,41999,2000,2,250 Ratings & 34 Reviews,3.9,Midea,3
181,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 1.5 Ton 3 Star Split Invert...,61400,43990,972,1.5,270 Ratings & 28 Reviews,4.1,Panasonic,3
182,CARRIER 1.5 Ton 3 Star Split 2 Way Air Directional control with HD Filter(2023 Model AC  - White,64190,38999,1350,1.5,106 Ratings & 8 Reviews,4.3,CARRIER,3
183,Daikin 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,58400,38899,1670,1.5,7 Ratings & 1 Reviews,3.9,Daikin,3
184,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,71200,47999,1290,1.5,355 Ratings & 53 Reviews,4.2,Daikin,5
185,Voltas 2 Ton 5 Star Split Inverter AC  - White,93990,55499,959,2,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,5
186,"Blue Star 2023 Model 1.5 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosi...",52500,35490,1127,1.5,"1,604 Ratings & 187 Reviews",4.1,Blue,2
187,LG 1.5 Ton 5 Star Window Smart AC with Wi-fi Connect  - White,48990,39999,5000,1.5,"2,598 Ratings & 306 Reviews",4.3,LG,5
188,Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,69990,42000,780,1.5,791 Ratings & 148 Reviews,4.2,Lloyd,5
189,Daikin 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,61300,43490,1600,1.5,35 Ratings & 3 Reviews,4.2,Daikin,3
190,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Inverter AC  - White,62200,33490,1450,1.5,"3,616 Ratings & 407 Reviews",4.1,Whirlpool,3
191,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,54400,35990,1770,1.5,270 Ratings & 28 Reviews,4.1,Panasonic,3
192,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 5 Star Split Inverter Anti Bacteria Filter AC  - White,65990,41999,1380,1.5,109 Ratings & 8 Reviews,4.1,SAMSUNG,5
193,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,54400,35990,1770,1.5,270 Ratings & 28 Reviews,4.1,Panasonic,3
194,Hitachi 1 Ton 2 Star Window AC  - White,28990,28420,921,1,"3,847 Ratings & 428 Reviews",4.1,Hitachi,2
195,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,68990,33149,998,1.5,21 Ratings & 0 Reviews,4,Voltas,3
196,Lloyd 1 Ton 3 Star Split AC  - White,49990,31590,709,1,24 Ratings & 3 Reviews,3.6,Lloyd,3
197,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Whi...,59990,38390,481,1,"1,185 Ratings & 108 Reviews",4,SAMSUNG,5
198,Haier 1.6 Ton 5 Star Split Inverter AC  - White,72490,42490,880,1.6,5 Ratings & 1 Reviews,2.8,Haier,5
199,CARRIER HD Filteration 1.5 Ton 3 Star Split AI Flexicool Inverter With Auto Cleanser AC  - White,66990,33990,1575,1.5,14 Ratings & 4 Reviews,3.6,CARRIER,3
200,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Wind Free AC with Wi-fi Co...,75990,47499,749,1.5,552 Ratings & 53 Reviews,4.1,SAMSUNG,5
201,Lloyd 2 Ton 5 Star Split Inverter AC  - White,86990,53999,970,2,"4,805 Ratings & 874 Reviews",4.2,Lloyd,5
202,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 5 Star Split Inverter Smart Ready, 7 Stage...",57990,42990,798,1.5,284 Ratings & 51 Reviews,4.3,IFB,5
203,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - Whi...,83990,52490,1145,2,"1,185 Ratings & 108 Reviews",4,SAMSUNG,3
204,Lloyd 2 Ton 3 Star Split Inverter AC  - White,77990,47000,1261,2,"4,805 Ratings & 874 Reviews",4.2,Lloyd,3
205,SAMSUNG Convertible 5-in-1 Cooling Mode 1 Ton 4 Star Split Inverter Anti Bacteria Filter AC  - White,50990,31999,960,1,56 Ratings & 7 Reviews,4,SAMSUNG,4
206,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,48500,35990,1056,1.5,"1,105 Ratings & 147 Reviews",4.2,Panasonic,3
207,Daikin 1.5 Ton 3 Star Split AC  - White,55600,37280,1278,1.5,11 Ratings & 3 Reviews,4.1,Daikin,3
208,"Midea 2023 Model 1.5 Ton 3 Star Split Inverter HD Filter with 2 Way Air Directional Control, Auto Clea...",61790,33999,1575,1.5,250 Ratings & 34 Reviews,3.9,Midea,3
209,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Inverter AC  - White,62200,32499,1029,1.5,"2,182 Ratings & 311 Reviews",4.1,Whirlpool,3
210,Lloyd 1 Ton 3 Star Split AC  - White,41990,28990,735,1,710 Ratings & 105 Reviews,4.2,Lloyd,3
211,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1 Ton 2 Star Split Inverter Smart Ready, 7 Stage A...",39990,31490,773,1,632 Ratings & 82 Reviews,4.2,IFB,2
212,Blue Star 1.5 Ton 5 Star Window Inverter AC  - White,50000,39490,1590,1.5,51 Ratings & 6 Reviews,3.8,Blue,5
213,Panasonic 1 Ton 3 Star Split Inverter AC  - White,42200,30990,731,1,"1,105 Ratings & 147 Reviews",4.2,Panasonic,3
214,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Dual Inverter UV Nano, 4 Way Swing...",83990,50990,685,1.5,36 Ratings & 2 Reviews,4,LG,5
215,Lloyd 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,58990,32890,533,1,34 Ratings & 1 Reviews,4.2,Lloyd,5
216,"Haier Frost Self-Clean 2023 Model 1 Ton 4 Star Split Inverter Intelli smart, Intelli Convertible 7-in-...",63990,36490,985,1,,,Haier,4
217,Lloyd 1.5 Ton 3 Star Split AC  - White,52990,33960,1087,1.5,710 Ratings & 105 Reviews,4.2,Lloyd,3
218,Voltas 1 Ton 3 Star Split Inverter AC  - White,56990,31490,1115,1,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,3
219,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,77990,42365,759,1.5,,,Voltas,5
220,Blue Star 1.5 Ton 3 Star Split AC  - White,61750,39890,1052,1.5,,,Blue,3
221,Panasonic 1 Ton 3 Star Split Inverter AC  - White,47100,32490,1095,1,270 Ratings & 28 Reviews,4.1,Panasonic,3
222,Lloyd . 1.5 Ton 5 Star Split Inverter with PM 2.5 Filter AC  - White,60990,42599,1095,1.5,37 Ratings & 4 Reviews,4.1,Lloyd,5
223,Blue Star 1.5 Ton 2 Star Window AC  - White,37500,29990,1223,1.5,950 Ratings & 96 Reviews,4.1,Blue,2
224,"LG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Dual Inverter AI, 4 Way Swing, HD Filter with...",76990,45999,818,1.5,"9,269 Ratings & 920 Reviews",4.1,LG,5
225,Whirlpool 1.5 Ton 5 Star Split Inverter AC  - White,62433,35750,920,1.5,151 Ratings & 15 Reviews,4.1,Whirlpool,5
226,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,67200,46590,785,1.5,24 Ratings & 1 Reviews,4.3,Daikin,5
227,Blue Star Convertible 4-in-1 Cooling 1 Ton 5 Star Split Inverter AC  - White,59500,38490,583,1,"13,188 Ratings & 1,434 Reviews",4.2,Blue,5
228,"CARRIER 2 Ton 3 Star Split Auto Cleanser, Dual Filtration with HD and PM2.5 Filter AC  - White",74090,48999,1665,2,"6,040 Ratings & 630 Reviews",4.3,CARRIER,3
229,"Blue Star Convertible 4-in-1 Cooling 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalizer Free Oper...",70000,42990,1365,1.5,"13,188 Ratings & 1,434 Reviews",4.2,Blue,5
230,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,71200,45940,1602,1.5,3 Ratings & 0 Reviews,5,Daikin,5
231,Whirlpool 1 Ton 4 Star Split AC  - White,45000,33500,830,1,59 Ratings & 11 Reviews,4.5,Whirlpool,4
232,CARRIER 1.5 Ton 5 Star Window AC  - White,48990,33999,1522,1.5,890 Ratings & 88 Reviews,4.3,CARRIER,5
233,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,68990,40999,1590,1.5,"4,258 Ratings & 402 Reviews",4.2,Voltas,5
234,SAMSUNG Convertible 1.5 Ton 3 Star Split Inverter AC  - White,62990,35690,940,1.5,232 Ratings & 21 Reviews,4.3,SAMSUNG,3
235,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Dual Inverter UV Nano, 4 Way Swing...",83990,50990,685,1.5,36 Ratings & 2 Reviews,4,LG,5
236,MarQ by Flipkart 1 Ton 3 Star Split Inverter AC  - White,39999,23490,725,1,"13,808 Ratings & 1,948 Reviews",4.3,MarQ,3
237,Daikin 1.8 Ton 3 Star Hot and Cold Split Inverter AC  - White,76600,56700,1820,1.8,35 Ratings & 3 Reviews,4.2,Daikin,3
238,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,68500,32589,2550,1.5,,,Whirlpool,3
239,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,55400,35990,1770,1.5,"16,011 Ratings & 1,910 Reviews",4.3,Panasonic,3
240,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split AI Dual Inverter 4 Way Swing, HD Filt...",81990,49490,685,1.5,"9,269 Ratings & 920 Reviews",4.1,LG,5
241,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,50000,34990,1590,1.5,10 Ratings & 1 Reviews,4.1,Voltas,3
242,MarQ by Flipkart 1 Ton 3 Star Split Inverter AC  - White,39999,23490,725,1,"13,808 Ratings & 1,948 Reviews",4.3,MarQ,3
243,Blue Star 2 Ton 3 Star Split Inverter AC  - White,71750,47990,1261,2,"13,188 Ratings & 1,434 Reviews",4.2,Blue,3
244,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,67790,35999,1590,1.5,21 Ratings & 1 Reviews,3.6,CARRIER,3
245,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,45000,40500,1890,1.5,,,Whirlpool,3
246,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,53000,43000,1650,1.5,153 Ratings & 23 Reviews,4.5,Panasonic,3
247,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,50990,33986,1700,1.5,108 Ratings & 19 Reviews,4.1,Godrej,3
248,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,74100,45389,1385,1.5,,,Hitachi,5
249,Hitachi 1.5 Ton 3 Star Window AC  - White,29890,28999,1277,1.5,"3,847 Ratings & 428 Reviews",4.1,Hitachi,3
250,MarQ by Flipkart 0.8 Ton 3 Star Split Inverter AC  - White,26039,21490,685,0.8,"13,808 Ratings & 1,948 Reviews",4.3,MarQ,3
251,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,61900,32490,1840,1.5,36 Ratings & 4 Reviews,4.4,Godrej,3
252,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,50990,32999,960,1,"1,420 Ratings & 134 Reviews",4.1,SAMSUNG,4
253,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,74700,35799,1325,1.5,"7,673 Ratings & 831 Reviews",4.1,Whirlpool,5
254,CARRIER 1.2 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,49990,34999,1050,1.2,"17,600 Ratings & 2,292 Reviews",4.4,CARRIER,5
255,SAMSUNG 1 Ton 3 Star Split AC  - White,45990,30990,920,1,552 Ratings & 53 Reviews,4.1,SAMSUNG,3
256,SAMSUNG Convertible 1 Ton 3 Star Split Inverter AC  - White,50990,31590,624,1,"1,420 Ratings & 134 Reviews",4.1,SAMSUNG,3
257,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,59990,46150,774,1.5,5 Ratings & 1 Reviews,4.8,Blue,5
258,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 2 Ton 3 Star Split Inverter...,76900,57990,1170,2,304 Ratings & 40 Reviews,4.1,Panasonic,3
259,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,68990,42750,1455,1.5,8 Ratings & 2 Reviews,4.6,Voltas,5
260,SAMSUNG Convertible 1.5 Ton 4 Star Split Inverter AC  - White,65990,38990,832,1.5,232 Ratings & 21 Reviews,4.3,SAMSUNG,4
261,LG Super Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 3 Star Hot and Cold Split AI Dual Inverter 4 Wa...,79990,47990,1015,1.5,399 Ratings & 50 Reviews,4.2,LG,3
262,"Midea 2023 Model 2 Ton 5 Star Split Inverter HD Filter with 2 Way Air Directional Control,Gear Functio...",82090,51999,1500,2,250 Ratings & 34 Reviews,3.9,Midea,5
263,Voltas 1.5 Ton 5 Star Window AC  - White,34690,30999,1495,1.5,"9,935 Ratings & 926 Reviews",4.3,Voltas,5
264,"Haier Heavy Duty 2023 Model 2 Ton 3 Star Split Inverter Frost Self Clean, Triple Inverter Plus Technol...",88990,52990,2095,2,"1,380 Ratings & 167 Reviews",4,Haier,3
265,Thomson 2 Ton 3 Star Split Inverter AC  - White,56499,42999,1209,2,745 Ratings & 164 Reviews,4,Thomson,3
266,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,50990,33986,1700,1.5,108 Ratings & 19 Reviews,4.1,Godrej,3
267,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.5 Ton 3 Star Split Inverter Xpandable plus Ambien...,63850,39999,1024,1.5,24 Ratings & 2 Reviews,3.2,Hitachi,3
268,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,74700,35799,1325,1.5,"7,673 Ratings & 831 Reviews",4.1,Whirlpool,5
269,Godrej 1.5 Ton Split Inverter AC  - White (Chrome),45900,34099,1325,1.5,,,Godrej,
270,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star Split Inverter Xpandable plus Ambien...,96450,57999,1096,1.8,24 Ratings & 2 Reviews,3.2,Hitachi,4
271,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,74100,45389,1385,1.5,,,Hitachi,5
272,CARRIER Convertible 6-in-1 Cooling 2023 Model 2 Ton 5 Star Split AI Flexicool Inverter Dual Filtration...,91690,54999,1500,2,"7,406 Ratings & 741 Reviews",4.1,CARRIER,5
273,Lloyd 1 Ton 3 Star Split Inverter AC  - White,44990,31900,745,1,22 Ratings & 1 Reviews,3.9,Lloyd,3
274,Panasonic 2 Ton 3 Star Hot and Cold Split Inverter AC with Wi-fi Connect  - White,76900,54990,1170,2,304 Ratings & 40 Reviews,4.1,Panasonic,3
275,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,65990,45520,685,1.5,3 Ratings & 0 Reviews,3.7,LG,5
276,"Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter Multi Sensors, Stabalize...",69500,40990,850,1.5,"13,188 Ratings & 1,434 Reviews",4.2,Blue,4
277,SAMSUNG Convertible 2 Ton 3 Star Split Inverter AC  - White,77990,48999,1145,2,694 Ratings & 63 Reviews,4.2,SAMSUNG,3
278,LG Super Convertible 5-in-1 Cooling 1 Ton 3 Star Split Dual Inverter HD Filter with Anti-Virus Protect...,59990,32990,680,1,"1,066 Ratings & 83 Reviews",4,LG,3
279,"Blue Star Convertible 4 in 1 Cooling 2023 Model 1 Ton 3 Star Split Inverter Multi Sensors, Stabalizer ...",52000,31990,1060,1,38 Ratings & 2 Reviews,4,Blue,3
280,TOSHIBA 1 Ton 3 Star Split AC  - White,38800,30500,1200,1,5 Ratings & 0 Reviews,4,TOSHIBA,3
281,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 5 Star Split Inverter ...,76900,54990,774,1.5,304 Ratings & 40 Reviews,4.1,Panasonic,5
282,Daikin 1.5 Ton 3 Star Window AC  - White,35000,33500,1265,1.5,222 Ratings & 29 Reviews,4.2,Daikin,3
283,Daikin 1 Ton 5 Star Split Inverter AC  - White,55500,39950,940,1,,,Daikin,5
284,Panasonic 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,69400,50990,2090,2,"16,011 Ratings & 1,910 Reviews",4.3,Panasonic,3
285,"Blue Star 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Protection AC  -...",39000,36900,1403,1,"3,942 Ratings & 566 Reviews",3.8,Blue,
286,IFB 1.5 Ton 5 Star Split Inverter AC  - White,57640,40999,867,1.5,,,IFB,5
287,MOTOROLA 1.5 Ton 5 Star Split Dual Inverter Smart AC with Wi-fi Connect  - Silver,56549,37990,865,1.5,"1,049 Ratings & 159 Reviews",4.3,MOTOROLA,5
288,Midea 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,66990,39499,1380,1.5,9 Ratings & 1 Reviews,4.3,Midea,5
289,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 4 Star Split Inverter Anti Bacteria Filter AC  - White,62990,34490,1490,1.5,194 Ratings & 16 Reviews,4.1,SAMSUNG,4
290,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,,57500,1700,1.5,"2,703 Ratings & 403 Reviews",4.3,CARRIER,3
291,Daikin 1 Ton 5 Star Split Inverter AC  - White,55500,39590,940,1,24 Ratings & 2 Reviews,3.7,Daikin,5
292,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,63400,46990,774,1.5,304 Ratings & 40 Reviews,4.1,Panasonic,5
293,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,74990,48190,749,1.5,,,SAMSUNG,5
294,Panasonic 1.5 Ton 3 Star Split AC with Wi-fi Connect  - White,55400,37909,989,1.5,,,Panasonic,3
295,Thomson 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter With iBreeze Technology AC  - White,48998,33999,1350,1.5,745 Ratings & 164 Reviews,4,Thomson,5
296,"LG 1.5 Ton 3 Star Split Dual Inverter AC  - White, Maroon",53990,43000,1740,1.5,237 Ratings & 36 Reviews,4.3,LG,3
297,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,73990,39990,1450,1.5,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,5
298,Godrej 5-In-1 Convertible Cooling 2023 Model 2 Ton 5 Star Split Inverter with 4-way Air Swing AC AC  -...,69000,49490,916,2,485 Ratings & 53 Reviews,4.2,Godrej,5
299,CARRIER 4 in 1 Convertible Cooling 1.5 Ton 5 Star Split Inverter AC  - White,61990,40999,1500,1.5,"7,818 Ratings & 953 Reviews",4.4,CARRIER,5
300,TOSHIBA 1.8 Ton 5 Star Split Inverter AC  - White,74100,58490,1850,1.8,3 Ratings & 0 Reviews,5,TOSHIBA,5
301,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,54600,39400,523,1,304 Ratings & 40 Reviews,4.1,Panasonic,5
302,ONIDA 1.5 Ton 5 Star Split Inverter AC  - White,62490,39999,1415,1.5,64 Ratings & 6 Reviews,4.5,ONIDA,5
303,TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,62000,49000,1570,1.5,1 Ratings & 1 Reviews,1,TOSHIBA,5
304,Midea 1.5 Ton 3 Star Split Inverter AC  - White,59790,35999,1700,1.5,18 Ratings & 0 Reviews,4.1,Midea,3
305,MarQ by Flipkart 1 Ton 3 Star Split AC  - White,36999,26490,741,1,"10,579 Ratings & 1,416 Reviews",4.2,MarQ,3
306,"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...",69990,36999,1525,1.5,"1,380 Ratings & 167 Reviews",4,Haier,4
307,Daikin 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,58400,36999,1670,1.5,"2,330 Ratings & 227 Reviews",4.2,Daikin,3
308,Thomson 1 Ton 2 Star Split With iBreeze Technology AC  - White,36999,27999,732,1,22 Ratings & 2 Reviews,3.9,Thomson,2
309,IFB 7 Stage Air Treatment 1.5 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,49590,37990,1088,1.5,"2,030 Ratings & 307 Reviews",4.3,IFB,3
310,Voltas 2 Ton 3 Star Split Inverter AC  - White,79990,46990,1220,2,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,3
311,LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,54990,44000,1740,1.5,23 Ratings & 5 Reviews,4.9,LG,3
312,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,86800,60350,2410,2.02,5 Ratings & 0 Reviews,4.6,Daikin,3
313,ONIDA 1 Ton 3 Star Split Inverter AC  - White,48990,31999,1090,1,64 Ratings & 6 Reviews,4.5,ONIDA,3
314,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,61900,38590,1940,1.5,,,Hitachi,3
315,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,95990,50990,749,1.5,,,LG,5
316,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,54400,34790,1870,1.5,,,Panasonic,3
317,LG 1.5 Ton 5 Star Window Dual Inverter AC with Wi-fi Connect  - White,59990,40039,1053,1.5,20 Ratings & 0 Reviews,4.3,LG,5
318,Lloyd 0.8 Ton 3 Star Split Inverter AC  - White,41990,28990,585,0.8,"2,293 Ratings & 443 Reviews",4.3,Lloyd,3
319,MarQ by Flipkart 1.5 Ton 5 Star Split Dual Inverter Smart AC with Wi-fi Connect  - White,56999,35500,1118,1.5,334 Ratings & 39 Reviews,4.4,MarQ,5
320,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1 Ton 3 Star Split Inverter Wind Free AC with Wi-fi Conn...,53990,35099,624,1,552 Ratings & 53 Reviews,4.1,SAMSUNG,3
321,"Whirlpool 1 Ton 3 Star Split AC  - White, Grey",38000,28990,980,1,"8,140 Ratings & 897 Reviews",4.1,Whirlpool,3
322,LG 1 Ton 3 Star Split Dual Inverter AC  - White,57990,34990,680,1,77 Ratings & 10 Reviews,4.1,LG,3
323,Voltas 0.8 Ton 3 Star Split AC  - White,48990,32800,826,0.8,"3,520 Ratings & 391 Reviews",4.1,Voltas,3
324,SAMSUNG 1 Ton 3 Star Split Inverter AC  - White,40300,36500,1060,1,472 Ratings & 83 Reviews,4.3,SAMSUNG,3
325,Panasonic 2 Ton 3 Star Split Inverter AC  - White,67000,54500,1870,2,25 Ratings & 1 Reviews,4.5,Panasonic,3
326,Panasonic 2 Ton 3 Star Split AC  - White,59100,47500,1710,2,10 Ratings & 0 Reviews,3.6,Panasonic,3
327,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,62990,35690,977,1.5,,,SAMSUNG,3
328,CARRIER 1.5 Ton 3 Star Split Air Filtration with High Density Filter AC  - White,62190,36499,1445,1.5,"1,280 Ratings & 153 Reviews",4.1,CARRIER,3
329,Daikin 1.5 Ton 5 Star Window AC  - White,39800,38490,1133,1.5,176 Ratings & 19 Reviews,4.2,Daikin,5
330,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,55500,42500,1980,1.5,64 Ratings & 10 Reviews,4.1,Blue,3
331,Hisense 4-in-1 Convertible Cooling 2 Ton 3 Star Split Inverter PM 2.5 Filter AC  - White,64990,44499,1920,2,"1,656 Ratings & 275 Reviews",4.2,Hisense,3
332,LG 1.5 Ton 3 Star Split Dual Inverter AC  - Floral White,55990,43500,1740,1.5,247 Ratings & 43 Reviews,4.3,LG,3
333,"Hitachi 1.5 Ton 3 Star Split AC  - Gold, White",47690,36999,1495,1.5,679 Ratings & 66 Reviews,4,Hitachi,3
334,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,69000,47500,1400,1.5,18 Ratings & 2 Reviews,4,Blue,5
335,SAMSUNG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter WINDFREE Technology AC  - White,70990,46990,1350,1.5,"1,058 Ratings & 106 Reviews",4.1,SAMSUNG,5
336,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,50600,37490,990,1,"16,011 Ratings & 1,910 Reviews",4.3,Panasonic,5
337,Voltas 2 in 1 Convertible Cooling 1.6 Ton 5 Star Split Inverter AC  - White,79990,40999,1526,1.6,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,5
338,Voltas 1 Ton 3 Star Split Inverter AC  - White,56990,31490,669,1,15 Ratings & 0 Reviews,3.7,Voltas,3
339,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,67990,42990,1380,1.5,466 Ratings & 57 Reviews,4.2,SAMSUNG,5
340,Voltas 2 Ton Split Inverter AC  - White,75000,48490,1380,2,,,Voltas,
341,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,67990,45990,832,1.5,466 Ratings & 57 Reviews,4.2,SAMSUNG,5
342,SAMSUNG 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,64990,38990,977,1.5,,,SAMSUNG,3
343,"Haier Frost Self-Clean 2023 Model 1 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Triple Inver...",60490,34990,1160,1,,,Haier,3
344,ONIDA 1.6 Ton 4 Star Split Inverter AC  - White,61990,42999,1560,1.6,64 Ratings & 6 Reviews,4.5,ONIDA,4
345,Blue Star 1.5 Ton 3 Star Window Inverter AC  - White,45000,34990,1217,1.5,51 Ratings & 6 Reviews,3.8,Blue,3
346,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,59900,37499,1690,1.5,"16,559 Ratings & 1,553 Reviews",4.2,Voltas,3
347,"Hitachi 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",69900,43950,780,1.5,35 Ratings & 4 Reviews,3.7,Hitachi,5
348,Whirlpool 1 Ton 5 Star Split Inverter AC  - White,,51750,920,1,"28,823 Ratings & 3,616 Reviews",4.2,Whirlpool,5
349,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,55990,46890,749,1.5,,,SAMSUNG,5
